transaction_text,merchant,amount,date,label
PURCHASE more supermarket Ref#5718,more supermarket,3241.2,2025-08-24,groceries
Imps Transfer To Spencers,spencers,4494.96,2025-06-21,groceries
Txn 17893: ola 524.98,ola,524.98,2025-01-20,travel
Txn 37009: myntra 3451.86,myntra,3451.86,2025-02-27,shopping
DEByT CARD eOIyIBO 2l13,goibibo,2113.18,2025-03-10,travel
PURCHASE vendikin Ref#6191,vendikin,1588.06,2025-04-16,restaurants
POS reliance fresh 167 TXN,reliance fresh,167.48,2025-05-12,groceries
DEBIT CARD ZEE5 3097 TXN6902,zee5,3097.17,2025-05-25,entertainment
IMPS transfer to mcdonalds,mcdonalds,1109.64,2024-11-23,restaurants
UPI payment to bwssb@ybl,bwssb,3914.64,2025-01-30,utilities
Imps Transfer To Zee5,zee5,1834.77,2025-07-30,entertainment
Online payment to vodafone,vodafone,4115.62,2025-01-16,utilities
puRChaSE KFc ref#8407,kfc,1036.67,2025-08-17,restaurants
DEBIT CARD DMART 3398,dmart,3398.55,2025-05-01,groceries
PURCHASE netflix Ref#8406,netflix,4713.94,2024-11-14,entertainment
IMPS transfer to hotstar,hotstar,3605.49,2025-02-01,entertainment
POS ajio 1104 TXN,ajio,1104.39,2025-05-26,shopping
DEBIT CARD ZOMATO 736,zomato,736.01,2025-05-28,restaurants
PURCHASE irctc Ref#8203,irctc,4499.64,2024-12-23,travel
POS bookmyshow 2046 TXN,bookmyshow,2046.15,2025-06-04,entertainment
IMPS transfer to swiggy IMPS7138,swiggy,3945.42,2025-05-20,restaurants
PayFent to biG BazAGR VIa netBaNkiNg,big bazaar,3107.88,2025-05-26,groceries
Online payment to indigo,indigo,3483.43,2025-05-06,travel
POS ajio 2180 TXN,ajio,2180.36,2025-08-17,shopping
DEBIT CARD DMART 3114,dmart,3114.06,2025-01-02,groceries
PURCHASE indigo Ref#3358,indigo,3614.01,2025-03-06,travel
debit card hotstar 261,hotstar,261.19,2025-03-11,entertainment
UPI payment to tata power@ybl,tata power,1364.76,2025-05-26,utilities
Txn 70993: vodafone 3961.87,vodafone,3961.87,2025-09-02,utilities
DEBIT CARD BESCOM 3545 NEFT811,bescom,3545.75,2025-07-25,utilities
PAYMENT TO dominos VIA NETBANKING,dominos,2065.1,2025-04-09,restaurants
PAYMENT TO bwssb VIA NETBANKING,bwssb,3356.45,2025-03-29,utilities
PURCHASE bescom qmf#9101,bescom,730.09,2025-02-05,utilities
DEBIT CARD DOMINOS 3010,dominos,3010.6,2025-10-31,restaurants
POS Ola 1139 txn,ola,1139.52,2024-12-02,travel
PAYMENT TO more supermarket VIA NETBANKING POS2935,more supermarket,3238.59,2025-09-12,groceries
Online payment to reliance fresh,reliance fresh,4145.33,2025-10-04,groceries
PURCHASE airtel broadband Ref#2765,airtel broadband,3414.76,2025-09-15,utilities
DEBIT CARD DOMINOS 1151,dominos,1151.95,2024-11-19,restaurants
PAYMENT TO amazon VIA NETBANKING NEFT2867,amazon,1362.39,2025-01-03,shopping
POS flipkart 3714 TXN,flipkart,3714.79,2025-04-22,shopping
PURCHASE VENDIKIN REF#5412,vendikin,4605.29,2025-07-11,restaurants
PAYMENT TO ajio VIA NETBANKING,ajio,3384.51,2024-11-18,shopping
PURCHASE indigo Ref#8634,indigo,746.55,2025-09-07,travel
PURCHASE amazon Ref#7107,amazon,4904.52,2025-07-08,shopping
debit card ajio 375,ajio,375.28,2025-07-06,shopping
DEBIT CARD ZEE5 3877,zee5,3877.73,2025-10-01,entertainment
PURCHASE ajio Ref#7257,ajio,654.63,2024-12-21,shopping
PAYMENT TO tata power VIA NETBANKING,tata power,356.75,2025-06-11,utilities
Txn 92074: bescom 3620.38 IMPS5120,bescom,3620.38,2025-09-06,utilities
spenyers *8102 POS Txn,spencers,3577.48,2024-11-27,groceries
nykaa *3466 POS Txn,nykaa,574.29,2025-06-17,shopping
IMPS transfer to dmart,dmart,3539.58,2024-12-25,groceries
DEBIT CARD TATA POWER 937,tata power,937.27,2025-05-20,utilities
UPI payment to ola@ybl,ola,2980.95,2025-10-23,travel
POS zee5 179q TXN,zee5,1799.92,2025-06-01,entertainment
myntra *6520 pos txn,myntra,2797.18,2025-06-11,shopping
POS ajioi2594 TXN,ajio,2594.77,2025-06-19,shopping
IMPS TRANSFER TO SWIGGY,swiggy,2466.51,2025-10-13,restaurants
PURCHASE more supermarketlRef#4073,more supermarket,1967.83,2025-07-03,groceries
PAYMENT TO netflix VIA NETBANKING,netflix,4017.27,2025-07-27,entertainment
IMPS TRANSFER TO MCDONALDS,mcdonalds,3943.79,2025-02-12,restaurants
flipkart *7714 POS Txn,flipkart,4058.05,2024-12-01,shopping
DEBIT CARD MCDONALDS 4104,mcdonalds,4104.14,2025-01-06,restaurants
Txn 40656: bookmyshow 1671.74,bookmyshow,1671.74,2025-05-22,entertainment
UPI payment to amazon@ybl,amazon,2137.62,2025-03-20,shopping
iMps tRansFeR To BOOkMYSHOW,bookmyshow,593.17,2025-06-20,entertainment
POS vodafmne 568 TXN,vodafone,568.77,2024-11-09,utilities
Ohlime paymmnt to olj,ola,721.77,2025-05-31,travel
POS bwssbo1271 TXN,bwssb,1271.99,2025-04-05,utilities
Online payment to kfc,kfc,3776.01,2025-05-23,restaurants
POS kzc 2434 TXN,kfc,2434.97,2025-04-10,restaurants
PURCvASt zee5 Ref#7672,zee5,3232.11,2025-03-11,entertainment
big bazaar *9180 POS Txn,big bazaar,3516.59,2025-01-21,groceries
UPI payment to vodafone@ybl,vodafone,2230.34,2025-05-16,utilities
txn 66162: myntqa 3962.87,myntra,3962.87,2025-04-08,shopping
Txn 84224: irctc 707.27,irctc,707.27,2025-10-24,travel
IMPS transfer to indigo,indigo,4198.85,2025-06-18,travel
purchase myntra ref#4012,myntra,1117.59,2025-05-11,shopping
Online payment to goibibo,goibibo,4512.13,2025-05-29,travel
zomato *4101 POS Txn,zomato,1072.91,2025-06-02,restaurants
UPI payment to indigo@ybl,indigo,594.46,2025-04-25,travel
PAYMENT TO uber VIA NETBANKING,uber,4907.51,2025-09-08,travel
Txn 20240: flipkart 750.53,flipkart,750.53,2025-01-24,shopping
IMPS tranpfeq to netflix Online5834,netflix,4754.12,2025-09-30,entertainment
POS spotify 312q kXN,spotify,3126.34,2025-09-11,entertainment
Txn 31294: ola 3671.47,ola,3671.47,2025-07-04,travel
PURCHASE indigo Ref#2469,indigo,3543.42,2025-06-30,travel
POS dmart 2547 TXN,dmart,2547.88,2025-01-07,groceries
PURCHASE ajio Ref#6618,ajio,3001.86,2025-10-14,shopping
POS spotiff 2815 TXN,spotify,2815.25,2025-01-16,entertainment
Txn 37266: Zee5 1821.36,zee5,1821.36,2025-09-03,entertainment
IMPS transfer to kfc,kfc,4628.26,2025-05-24,restaurants
DEBIT CARD BIG BAZAAR 2829,big bazaar,2829.78,2024-12-18,groceries
Txn 29638: Reliance Fresh 1008.5,reliance fresh,1008.5,2024-12-07,groceries
AMaZOn *8421 pOs tXn,amazon,4127.02,2025-04-29,shopping
DEBIT CARD VODAFONE 1401,vodafone,1401.53,2025-06-11,utilities
Txn 69167: mcdonalds 1763.37,mcdonalds,1763.37,2025-02-17,restaurants
pUrcHAse VOdaFonE rEf#3230,vodafone,1920.41,2025-01-12,utilities
IMPS transfer to uber,uber,4422.77,2025-09-15,travel
mxn y3597: hookmmshow 4680.91,bookmyshow,4680.91,2024-12-07,entertainment
Txn 94603: amazon 822.07,amazon,822.07,2025-05-04,shopping
DEBIT CARD BOOKMYSHOW 4824 POS4143,bookmyshow,4824.24,2025-05-05,entertainment
Txn 33235: swiggy 4714.95,swiggy,4714.95,2025-05-09,restaurants
Online payment to tata power,tata power,550.96,2024-12-22,utilities
UPI payment to dominos@ybi,dominos,3514.47,2025-10-24,restaurants
UPI payment to swiggy@ybl,swiggy,3444.46,2025-03-07,restaurants
PAYMENT TO myntra VIA NETBANKING,myntra,3305.4,2025-01-08,shopping
POS ajio 1893 TXN,ajio,1893.55,2025-05-21,shopping
DEwIT CARD OLA 879,ola,879.95,2025-10-12,travel
UPI payment to more supermarket@ybl,more supermarket,2690.33,2025-03-31,groceries
uPI pAyMEnt TO bWssb@YBL,bwssb,4833.39,2025-03-24,utilities
Online payment to big bazaar,big bazaar,3970.17,2025-10-18,groceries
Onqxne payment to uber,uber,4885.71,2025-05-27,travel
ola *5285 POS Txn,ola,2526.01,2025-01-30,travel
flipkart *5819 POS Txn,flipkart,3454.39,2024-12-01,shopping
Txn 76356: spotify 616.88,spotify,616.88,2024-11-25,entertainment
PURCHASE reliance fresh Ref#5515,reliance fresh,4811.16,2025-10-22,groceries
kfc *6569 POS Txn,kfc,4563.02,2025-02-16,restaurants
POS flipkart 3683 TXN,flipkart,3683.38,2025-03-28,shopping
PAYMENT TO nmpflix VIA NETBANKING,netflix,2422.79,2025-03-12,entertainment
PAYMENT TO olayVIA NETBbNKING,ola,948.53,2025-04-15,travel
Online payment to spotify,spotify,3271.69,2025-10-05,entertainment
UPI payment to mcdonalds@ybl,mcdonalds,1214.3,2025-09-14,restaurants
UPI payment to ajio@ybl,ajio,2955.83,2024-12-02,shopping
Txn 25927: vodafone 2696.87,vodafone,2696.87,2024-12-15,utilities
POS goibibo 4719 TXN,goibibo,4719.69,2025-08-09,travel
PAYMENT TO dmart VIA NETBuNKING,dmart,1522.43,2025-08-02,groceries
mcdonalds *8773 POS Txn,mcdonalds,1822.49,2025-07-07,restaurants
DEBIT CARD NETFLIX 312,netflix,312.99,2024-12-05,entertainment
pAyMent TO DMArT VIA neTbaNkINg,dmart,3130.87,2025-09-16,groceries
PURCHAaE ola Ref#8572,ola,4495.6,2025-07-04,travel
PAYMbNTyTO dmart VIA NETBANKING,dmart,781.07,2025-07-07,groceries
IMPS transfer to dmart,dmart,1903.82,2025-02-19,groceries
DEBIT CARD VENDIKIN 1942,vendikin,1942.09,2025-08-06,restaurants
Txn 47276: indigo 1022.74 Ref6488,indigo,1022.74,2025-04-14,travel
PAYMENT TO ajio VIA NETBANKING,ajio,1077.89,2025-08-30,shopping
IMps TrANsfER tO BwsSB,bwssb,704.3,2025-03-31,utilities
UPI payment to vodafone@ybl,vodafone,2064.61,2025-04-17,utilities
Purchase Swiggu Ref#8014,swiggy,2757.56,2025-01-25,restaurants
IMPS transfer to dominos,dominos,281.79,2025-09-04,restaurants
UPI payment to vendikin@rbl,vendikin,3123.33,2025-11-02,restaurants
IMPS transfea iz tata phwer,tata power,2682.14,2024-12-09,utilities
POS myndra 2692 TXN Ref2217,myntra,2692.64,2025-10-08,shopping
IMPS transfer to airtel broadband NEFT3472,airtel broadband,811.54,2025-02-08,utilities
Online payment to vodafone NEFT1667,vodafone,233.59,2024-11-14,utilities
Online payment to uber,uber,542.74,2025-03-13,travel
IMPS transfer to mcdonalds,mcdonalds,1909.01,2025-09-27,restaurants
PURCHASE tatarpower Reff8605,tata power,3505.18,2025-10-17,utilities
Online payment to vodafone,vodafone,2396.33,2025-07-22,utilities
Txn 90756: spotify v257.26,spotify,4257.26,2025-10-25,entertainment
POS flipkart 4063 TXN,flipkart,4063.23,2025-01-17,shopping
UPi pAYMENT To MYNTRA@yBl TXN2320,myntra,3454.76,2025-05-17,shopping
reliance frwsh *2727 POS Txn,reliance fresh,227.9,2025-09-23,groceries
UPI pAyMent TO relIaNce frEsH@YBl,reliance fresh,444.94,2025-05-10,groceries
POS dmart 757 TXN,dmart,757.82,2025-07-26,groceries
PURCHASE airtel broadband Ref#8672,airtel broadband,1873.32,2025-05-20,utilities
ONLine PAYMEnt tO INdIgO,indigo,4867.24,2024-12-12,travel
Txn 84133: ola 2601.87,ola,2601.87,2025-01-31,travel
Txn 18675i reliance fresh 2546.07,reliance fresh,2546.07,2024-11-29,groceries
debit card spotify 4013,spotify,4013.73,2025-01-30,entertainment
Online payment to reliance fresh,reliance fresh,4087.57,2025-02-02,groceries
pos indigo 4304 txn,indigo,4304.37,2025-04-18,travel
PURCHASE irctc Ref#5901,irctc,647.36,2025-11-04,travel
Txn 51790: zomato 1603.39,zomato,1603.39,2025-09-05,restaurants
Online payment to mcdonalds,mcdonalds,3009.54,2025-04-21,restaurants
Online payment to spotify,spotify,2798.84,2025-01-12,entertainment
TXN 61624: AMAZOD 154.83,amazon,154.83,2025-08-01,shopping
amazon *5300 POS Txn,amazon,2594.54,2025-05-27,shopping
UPI payment to nykaa@ybl,nykaa,132.8,2024-12-10,shopping
txn 93964: vendikin 3164.45,vendikin,3164.45,2025-10-22,restaurants
DEBIT CARD VENDIKIN 3445,vendikin,3445.95,2025-07-18,restaurants
DEBIT CARD DOMINOS 4049,dominos,4049.32,2024-12-20,restaurants
PURCHASE kfc Ref#1119,kfc,763.06,2025-08-07,restaurants
Online payment to bookmyshow,bookmyshow,2393.72,2025-06-06,entertainment
Txn 40200: bookmyshow 4157.3,bookmyshow,4157.3,2025-04-29,entertainment
UPI payment to tata power@ybl,tata power,1506.84,2025-03-21,utilities
PAYMENTtTO tata power VIAoNETBANKbNG,tata power,963.05,2025-03-12,utilities
POS goibibo 2099 TXN,goibibo,2099.82,2025-05-10,travel
Online payment to airtel broadband UPI517,airtel broadband,4338.69,2024-12-24,utilities
pos UBEr 1240 txN,uber,1240.12,2025-08-24,travel
Purchase Spotify Ref#8215,spotify,2811.74,2025-07-03,entertainment
Online payment to uber,uber,4679.08,2024-11-12,travel
UPI payment to dominos@ybl,dominos,902.71,2025-03-04,restaurants
Txn 94690: More Supermarket 3849.26,more supermarket,3849.26,2025-03-24,groceries
mcdonalds *2944 POS Txn,mcdonalds,3663.27,2025-10-03,restaurants
sPOtIfY *3174 pOS TXN,spotify,307.55,2025-09-21,entertainment
irctc *7870 POS Txn,irctc,1903.0,2025-03-20,travel
DEBIT CARD NYKAA 1161,nykaa,1161.58,2025-10-07,shopping
IMPS transfer to uber,uber,1136.1,2025-07-02,travel
PAYMENT TO vendikin VIA NETBANKING,vendikin,3681.33,2025-08-09,restaurants
POS DMART 1100 TXN,dmart,1100.67,2025-01-17,groceries
POS more supermarket 2395 TXN,more supermarket,2395.94,2025-09-16,groceries
Online payment to goibibo,goibibo,1605.86,2025-11-05,travel
POS dominos 302 TXN,dominos,302.45,2025-07-14,restaurants
POS spencers 2012 TXN,spencers,2012.61,2025-09-10,groceries
Txy 79904: abazon 190e.37 IMPS3332,amazon,1906.37,2025-07-05,shopping
POS amazon 4047 TXN,amazon,4047.21,2025-02-13,shopping
Online payment to kfc,kfc,2893.88,2025-07-27,restaurants
POS flipkart 1037 TXN,flipkart,1037.88,2025-01-04,shopping
IMPS transfer to goibibo,goibibo,3797.57,2025-08-09,travel
Online payment to irctc,irctc,1286.81,2025-07-04,travel
Online payment to bwssb,bwssb,255.06,2025-03-21,utilities
DEBIT CARD FLIPKART 1486 POS6471,flipkart,1486.07,2025-02-05,shopping
spencers *3018 POS Txn,spencers,1077.43,2025-05-24,groceries
Txl 6848e: tata power 414.01,tata power,414.01,2025-06-14,utilities
POS spencers 4944 TXN,spencers,4944.03,2025-10-20,groceries
Online payment to amazon,amazon,2787.28,2025-01-04,shopping
Online payment to zomato NEFT6008,zomato,2667.78,2025-07-23,restaurants
DEBIT CARD IRCTC 4905,irctc,4905.5,2025-04-29,travel
ONline pAyMfnT TO TatAopOWeR reF4816,tata power,837.08,2025-02-16,utilities
amazon *3745 POS Txn,amazon,1897.5,2025-01-27,shopping
IMPS transfer to dominos,dominos,60.3,2025-09-09,restaurants
POS more supermarket 4825 TXN,more supermarket,4825.47,2025-10-01,groceries
DEBIT CARD VODAFONE 2279 TXN6071,vodafone,2279.77,2025-06-05,utilities
bwssb *4014 POS Txn,bwssb,3354.9,2025-05-23,utilities
UPI payment to nykaa@ybl,nykaa,1120.05,2025-07-06,shopping
IMPS transfer to more supermarket,more supermarket,1511.64,2025-10-24,groceries
PAYMENT TO reliance fresh VIA NETBANKING,reliance fresh,1943.79,2025-07-27,groceries
PURCHASE goibibo Ref#1844,goibibo,4250.26,2024-12-02,travel
UPI payment to amazon@ybl,amazon,4653.5,2025-09-19,shopping
DEBIT CARD GOIBIBO 3546,goibibo,3546.03,2025-05-03,travel
IMPS transfer to dmart,dmart,445.54,2025-08-31,groceries
UPI payment to bescom@ybl,bescom,97.4,2025-07-19,utilities
swiggy *8304 POS Txn,swiggy,2854.31,2025-05-04,restaurants
PAYMENT TO bescom VIA NETBANKING,bescom,2810.23,2025-04-11,utilities
ola *9014 POS Txn,ola,2371.07,2025-05-20,travel
vendikin *2498 POS Txn,vendikin,1303.58,2025-05-21,restaurants
IMPS transfer to dominos,dominos,4499.74,2025-05-20,restaurants
IMPS TRANSFER TO AJIO,ajio,898.47,2025-02-21,shopping
debit card mcdonalds 2725,mcdonalds,2725.02,2024-11-12,restaurants
Online payment to zomato,zomato,4675.3,2025-08-31,restaurants
TXN 58946: SPENCERS 3794.63,spencers,3794.63,2025-03-12,groceries
Txn 23821: zee5 3215.34 NEFT964,zee5,3215.34,2025-07-27,entertainment
pOs Zee5 2039 txN,zee5,2039.52,2024-12-04,entertainment
debit card dmart 4565,dmart,4565.11,2025-06-11,groceries
sEBIT CARD SPOTIFY 258,spotify,258.96,2025-08-09,entertainment
DEBIT CARD BOOKMYSHOW 798,bookmyshow,798.8,2025-04-13,entertainment
IMPS transfer to more supermarket,more supermarket,2345.71,2025-03-13,groceries
Txn 58600: amazon 369.68,amazon,369.68,2025-09-13,shopping
DEBIT CARD DOMINOS 4324,dominos,4324.34,2025-09-06,restaurants
DEBIT CARD BIG BAZAAR 569,big bazaar,569.02,2025-05-13,groceries
spencers *9007 POS Txn Online5899,spencers,4582.62,2025-04-28,groceries
POS KFC 2YW2 TXN,kfc,2952.51,2025-05-18,restaurants
DEBIT CARD KFC 3613,kfc,3613.74,2025-01-11,restaurants
PURCHASE bookmyshow Ref#7003,bookmyshow,1220.1,2025-08-18,entertainment
PAYMENT TO reliance fresh VIA NETBANKING,reliance fresh,1677.19,2025-04-18,groceries
Txn 39288: Bookmyshow 4112.08,bookmyshow,4112.08,2024-12-20,entertainment
oNLINE PAymenT to MCDONaLdS,mcdonalds,2919.83,2025-03-21,restaurants
Online payment to ajio,ajio,1358.22,2025-08-25,shopping
POS airtel broadband 2594 TXN,airtel broadband,2594.96,2024-11-21,utilities
PxRbHASa zeew Ref#8899,zee5,2095.61,2025-02-04,entertainment
imps transfer to spencers,spencers,4025.27,2025-07-20,groceries
POS spencers 3360 TXN,spencers,3360.2,2025-04-07,groceries
imPs TRAnSfeR To DmaRt,dmart,4015.99,2025-05-25,groceries
Txn 22605: flipkart 2558.76,flipkart,2558.76,2025-08-04,shopping
Txn 30172: bescom 4020.2,bescom,4020.2,2025-08-19,utilities
DEBIT CARD NYKAA 4125,nykaa,4125.23,2025-05-28,shopping
payment to uber via netbanking,uber,4575.19,2025-10-31,travel
UPI payment to bwssb@ybl,bwssb,529.37,2025-09-06,utilities
UPI fayment to amazon@ybd,amazon,2390.21,2025-06-08,shopping
ONLiNE pAymENt to MYNtRa,myntra,4445.21,2025-07-31,shopping
PAYMENT TO dmart VIA NETBANKING,dmart,3983.71,2024-12-01,groceries
Pos Bookmyshow 3456 Txn,bookmyshow,3456.64,2024-11-07,entertainment
POS flipkart 1802 TXN,flipkart,1802.65,2024-11-17,shopping
PAYMENT TO big bazaar VIA NETBANKING,big bazaar,4413.99,2025-06-01,groceries
PURCHASE flipkart Reh#5596,flipkart,2775.12,2024-12-14,shopping
Upi pAYMeNT TO inDigO@ybL UpI9156,indigo,3372.54,2025-10-14,travel
PURCHASE reliance fresh Ref#1862,reliance fresh,4679.98,2025-04-16,groceries
IMPS transfer to zomato,zomato,2445.06,2024-11-12,restaurants
PURCHASE zomato Ref#2058,zomato,1055.88,2025-06-21,restaurants
nykaa *4149 POS Txn,nykaa,4527.09,2025-06-30,shopping
DEBIT CARD ZOMATO 3673,zomato,3673.1,2025-05-24,restaurants
PURCHASE irctc Ref#6788,irctc,1512.25,2025-01-24,travel
Online payment to netflix,netflix,132.7,2025-10-21,entertainment
hotstar *1771 POS Txn,hotstar,1925.37,2025-07-14,entertainment
IMPS transfer to kfc,kfc,3022.63,2025-01-27,restaurants
UPI payment to flipkart@ybl,flipkart,2181.37,2025-05-26,shopping
UPI PAYMENT TO BIG BAZAAR@YBL PAY5330,big bazaar,3740.65,2025-06-15,groceries
DoMinOS *2665 pon TXN,dominos,244.13,2025-10-05,restaurants
DEBIT CARD MCDONALDS 3925,mcdonalds,3925.58,2025-08-05,restaurants
UPI PAYMENT TO INDIGO@YBL,indigo,705.02,2024-11-23,travel
IMPS transfer to bwssb,bwssb,3862.96,2025-08-18,utilities
DEBIT CARD NYKAA 292,nykaa,292.6,2025-09-20,shopping
TXN 24788: NYKAA 4795.15,nykaa,4795.15,2024-11-30,shopping
DEBIT CARD AJIO 654,ajio,654.78,2025-06-23,shopping
bwssb *3757 POS Txn,bwssb,611.98,2025-10-29,utilities
Txn 20987: kfc 3002.99,kfc,3002.99,2025-02-05,restaurants
Txn 55761: goibibo 1214.3,goibibo,1214.3,2024-11-27,travel
POS netflix 3614 TXN TXN387,netflix,3614.37,2025-04-24,entertainment
DEBIT CARD AJIO 4677,ajio,4677.31,2025-06-11,shopping
UPI payment to ajio@ybl,ajio,3758.6,2025-03-02,shopping
DEBITkCARD AIRTEL BROAiBAND 3714,airtel broadband,3714.1,2025-03-30,utilities
DEBIT CARD SPENCERS 2593,spencers,2593.88,2025-09-22,groceries
IMPS TRANSFER TO INDIGO,indigo,2692.57,2024-12-26,travel
DEBIT CARD BOOKMYSHOW 305,bookmyshow,305.16,2025-04-12,entertainment
DEBIT CARD ZOMATO 909,zomato,909.33,2025-06-03,restaurants
PURCHASE TATA POWER REF#7817,tata power,2070.73,2025-03-04,utilities
DEBIT CARD KFC 2074,kfc,2074.91,2025-07-15,restaurants
DEBIT CARD RELIANCE FRESH 4076,reliance fresh,4076.91,2025-09-23,groceries
ola *6194 POS Txn,ola,3946.95,2025-02-17,travel
Upi Payment To Dominos@Ybl,dominos,4873.73,2024-11-07,restaurants
UPI payment to bwssb@ybl,bwssb,4647.99,2025-10-24,utilities
tata power *8231 POS Txn,tata power,3397.65,2024-12-05,utilities
DEBIT CxRD NETFLIX 4406,netflix,4406.7,2025-06-15,entertainment
PAYMENT TO bwssb VIA NETBANKING,bwssb,2878.13,2025-10-30,utilities
Online payment to spedcors,spencers,505.21,2025-09-04,groceries
PAYMENT TO zke5 VIA NETBANKING,zee5,3191.66,2024-12-31,entertainment
IMPS transfer to tata power,tata power,398.94,2025-04-23,utilities
Online payment to big bazaaq,big bazaar,1785.49,2024-12-15,groceries
flipkart *8b18 POS Txn,flipkart,2873.94,2024-11-27,shopping
IMPS transfer to netflix,netflix,3584.1,2025-04-01,entertainment
Online payment to zomato,zomato,122.54,2025-02-01,restaurants
Online payment to dominos,dominos,1618.58,2025-02-27,restaurants
IMPS transfer to dmart NEFT6054,dmart,996.94,2025-02-04,groceries
POS uber 2107 TXN,uber,2107.43,2024-11-07,travel
PAYMENT TO netflix VIA NETBANKING,netflix,306.67,2025-08-29,entertainment
spencers *34m9 POS Txn,spencers,2846.96,2025-06-28,groceries
UPI payment to myntra@ybl,myntra,1529.14,2024-12-02,shopping
PURCHASE reliance fresh Ref#5493,reliance fresh,3489.87,2025-10-15,groceries
PUrcHASE AiRtEl BroaDbaNd REF#1263,airtel broadband,1967.35,2025-05-24,utilities
DEBIT CARD BIG BAZAAR 1431 Online4046,big bazaar,1431.04,2025-02-25,groceries
PAYMENT TO amazon VIA NETBANKING,amazon,4584.15,2025-02-27,shopping
PAYMENT TO swiggy VIA NETBANKING,swiggy,2437.85,2025-05-14,restaurants
Online payment to vodafone,vodafone,3346.77,2025-10-03,utilities
